ダウンロードした時刻：2019/10/10 16:06:50

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,9.9,12.6,7.8
1986/12/2,9.9,16.0,6.4
1986/12/3,12.6,16.9,6.4
1986/12/4,11.1,13.3,8.9
1986/12/5,10.4,13.0,6.6
1986/12/6,13.7,18.4,6.7
1986/12/7,9.2,15.7,7.1
1986/12/8,8.8,12.9,5.1
1986/12/9,7.6,13.8,3.0
1986/12/10,11.5,13.4,4.3
1986/12/11,8.9,14.9,4.6
1986/12/12,9.3,16.6,2.8
1986/12/13,9.9,16.6,4.4
1986/12/14,12.4,15.8,9.2
1986/12/15,10.5,12.5,9.0
1986/12/16,8.1,11.4,4.6
1986/12/17,7.4,12.7,3.0
1986/12/18,11.4,17.7,3.9
1986/12/19,8.0,12.3,5.5
1986/12/20,6.0,9.4,3.6
1986/12/21,9.0,10.4,3.1
1986/12/22,7.1,9.6,4.0
1986/12/23,9.4,13.2,3.4
1986/12/24,11.9,14.0,10.1
1986/12/25,10.9,12.9,9.1
1986/12/26,7.4,9.5,3.3
1986/12/27,5.1,7.8,2.9
1986/12/28,5.3,8.8,2.6
1986/12/29,6.8,8.6,2.6
1986/12/30,9.1,13.7,6.3
1986/12/31,14.4,17.1,10.3
1987/1/1,7.5,10.3,5.4
1987/1/2,9.2,19.0,5.2
1987/1/3,11.0,13.1,9.3
1987/1/4,7.6,9.8,3.6
1987/1/5,7.1,10.2,3.9
1987/1/6,8.9,10.7,6.7
1987/1/7,9.4,12.7,3.6
1987/1/8,8.7,12.3,7.6
1987/1/9,10.7,11.7,8.3
1987/1/10,5.8,9.7,4.0
1987/1/11,4.2,7.8,2.2
1987/1/12,6.3,10.9,1.8
1987/1/13,1.9,4.0,-0.9
1987/1/14,4.0,7.9,0.8
1987/1/15,8.2,10.4,6.1
1987/1/16,10.6,14.7,4.8
1987/1/17,9.5,13.1,6.2
1987/1/18,6.1,7.2,5.3
1987/1/19,4.8,6.6,2.1
1987/1/20,4.1,6.4,2.2
1987/1/21,4.8,9.8,1.5
1987/1/22,5.5,11.4,0.2
1987/1/23,10.2,18.0,3.3
1987/1/24,5.5,9.7,2.8
1987/1/25,2.3,4.8,1.0
1987/1/26,4.5,5.8,0.5
1987/1/27,6.1,7.9,4.2
1987/1/28,7.9,10.5,5.6
1987/1/29,11.0,13.5,7.7
1987/1/30,9.7,12.5,6.9
1987/1/31,4.4,7.5,2.6
1987/2/1,3.4,7.4,1.2
1987/2/2,3.9,5.9,1.0
1987/2/3,3.0,6.2,0.0
1987/2/4,4.7,6.8,2.6
1987/2/5,6.4,8.9,0.7
1987/2/6,7.6,11.5,1.8
1987/2/7,10.8,13.2,7.4
1987/2/8,8.3,13.0,3.7
1987/2/9,11.9,15.1,6.5
1987/2/10,15.1,18.0,6.3
1987/2/11,19.0,21.2,14.7
1987/2/12,8.4,19.0,4.1
1987/2/13,9.5,13.3,3.4
1987/2/14,9.7,12.7,6.9
1987/2/15,6.1,9.3,1.0
1987/2/16,5.5,9.1,1.1
1987/2/17,5.1,7.1,1.4
1987/2/18,6.7,9.5,5.3
1987/2/19,4.6,8.7,2.5
1987/2/20,5.1,9.8,1.0
1987/2/21,6.7,11.6,2.4
1987/2/22,8.7,12.0,4.2
1987/2/23,9.8,11.9,7.3
1987/2/24,10.2,13.8,5.8
1987/2/25,2.0,5.8,-1.4
1987/2/26,2.0,3.9,0.1
1987/2/27,0.7,2.7,-1.5
1987/2/28,2.7,6.5,-1.0
1987/3/1,2.9,5.6,1.1
1987/3/2,3.8,6.6,1.4
1987/3/3,7.6,10.3,1.4
1987/3/4,11.4,13.3,7.9
1987/3/5,14.5,17.2,11.0
1987/3/6,10.1,14.9,5.7
1987/3/7,3.1,5.7,1.0
1987/3/8,6.0,9.3,1.1
1987/3/9,5.5,8.2,2.6
1987/3/10,5.8,8.8,1.6
1987/3/11,6.7,10.7,3.6
1987/3/12,7.9,13.6,2.0
1987/3/13,10.7,13.7,7.9
1987/3/14,9.5,12.3,5.5
1987/3/15,7.8,12.1,2.4
1987/3/16,8.9,12.0,6.7
1987/3/17,8.4,10.7,6.2
1987/3/18,10.3,12.8,4.6
1987/3/19,10.3,16.6,3.7
1987/3/20,9.7,13.2,5.3
1987/3/21,9.9,14.7,4.0
1987/3/22,12.4,17.8,8.4
1987/3/23,13.8,15.5,12.0
1987/3/24,10.9,14.5,9.1
1987/3/25,4.9,11.9,2.6
1987/3/26,3.7,6.4,1.1
1987/3/27,6.2,11.5,0.7
1987/3/28,8.1,12.6,2.3
1987/3/29,9.5,14.0,6.8
1987/3/30,11.2,14.4,5.9
1987/3/31,5.5,10.0,0.6
