ダウンロードした時刻：2017/07/24 15:36:52

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,-5.5,-1.3,-9.7
2003/1/2,-4.3,-2.2,-10.0
2003/1/3,-3.8,1.1,-13.5
2003/1/4,0.0,2.4,-2.2
2003/1/5,-3.3,-2.0,-4.6
2003/1/6,-2.4,-1.2,-4.3
2003/1/7,-1.5,1.1,-5.2
2003/1/8,-0.3,1.3,-2.3
2003/1/9,-0.4,2.5,-2.9
2003/1/10,1.7,3.9,-0.2
2003/1/11,0.1,3.2,-1.8
2003/1/12,-0.3,4.2,-7.0
2003/1/13,-1.5,3.3,-8.7
2003/1/14,2.1,4.5,-0.7
2003/1/15,-3.5,-0.5,-6.5
2003/1/16,-0.7,3.0,-6.2
2003/1/17,1.3,3.7,-0.4
2003/1/18,-0.8,2.0,-5.6
2003/1/19,-0.1,2.3,-4.7
2003/1/20,-2.2,0.3,-7.0
2003/1/21,-2.5,-0.2,-3.8
2003/1/22,-2.0,0.5,-3.8
2003/1/23,-2.3,-0.3,-4.6
2003/1/24,-0.6,2.4,-4.3
2003/1/25,-0.4,2.0,-1.5
2003/1/26,-0.1,2.8,-2.9
2003/1/27,1.7,3.4,-1.6
2003/1/28,2.1,5.1,0.2
2003/1/29,-2.7,0.3,-5.2
2003/1/30,-3.1,-1.0,-5.1
2003/1/31,-2.4,-1.2,-3.5
2003/2/1,-2.5,-0.1,-5.1
2003/2/2,-2.4,1.8,-8.8
2003/2/3,-2.6,-0.6,-7.6
2003/2/4,-1.7,0.1,-6.7
2003/2/5,-4.2,0.5,-9.1
2003/2/6,-1.9,1.0,-5.5
2003/2/7,2.4,6.4,-1.2
2003/2/8,2.9,5.5,1.1
2003/2/9,2.5,5.4,0.9
2003/2/10,2.1,5.7,0.3
2003/2/11,1.3,3.5,0.4
2003/2/12,-1.7,1.3,-4.0
2003/2/13,-2.1,0.8,-4.6
2003/2/14,-0.6,3.1,-3.8
2003/2/15,0.4,1.9,-3.8
2003/2/16,0.5,3.2,-0.7
2003/2/17,1.7,3.7,-1.4
2003/2/18,0.3,5.4,-4.1
2003/2/19,-0.5,4.9,-8.3
2003/2/20,2.9,5.9,0.5
2003/2/21,0.7,4.7,-2.7
2003/2/22,0.4,4.2,-4.1
2003/2/23,0.5,4.9,-5.0
2003/2/24,-2.4,3.5,-7.6
2003/2/25,-0.6,4.2,-5.1
2003/2/26,0.7,4.5,-2.7
2003/2/27,-0.6,2.3,-2.9
2003/2/28,-0.9,4.3,-6.8
2003/3/1,-0.5,3.6,-5.3
2003/3/2,3.5,7.2,0.3
2003/3/3,1.1,5.8,-1.5
2003/3/4,-2.0,0.9,-3.9
2003/3/5,-1.0,2.4,-6.6
2003/3/6,2.6,5.9,-0.6
2003/3/7,2.7,5.0,0.4
2003/3/8,1.2,3.9,-0.3
2003/3/9,0.6,4.5,-1.3
2003/3/10,-0.7,2.4,-3.3
2003/3/11,-1.9,1.7,-4.7
2003/3/12,-0.9,3.8,-5.9
2003/3/13,0.1,4.4,-5.6
2003/3/14,1.8,6.7,-2.3
2003/3/15,1.8,7.5,-2.2
2003/3/16,3.2,8.4,-0.2
2003/3/17,2.4,6.8,-1.1
2003/3/18,1.4,6.4,-3.6
2003/3/19,0.5,4.8,-3.0
2003/3/20,1.0,4.4,-1.3
2003/3/21,1.0,5.4,-2.9
2003/3/22,1.4,8.7,-5.2
2003/3/23,1.7,9.8,-6.0
2003/3/24,3.7,12.8,-2.5
2003/3/25,5.9,14.1,1.5
2003/3/26,5.8,12.2,1.2
2003/3/27,,10.5,
2003/3/28,5.5,8.2,2.8
2003/3/29,4.7,7.6,1.3
2003/3/30,5.8,11.1,2.2
2003/3/31,6.0,11.4,1.3
2003/4/1,6.3,12.1,0.8
2003/4/2,4.9,12.4,-1.2
2003/4/3,6.6,15.3,-1.3
2003/4/4,6.9,13.8,0.3
2003/4/5,5.0,6.6,3.4
2003/4/6,6.6,9.0,3.9
2003/4/7,10.3,18.0,4.4
2003/4/8,7.5,12.3,3.2
2003/4/9,6.1,11.0,2.7
2003/4/10,5.6,10.5,1.4
2003/4/11,7.0,15.4,-1.6
2003/4/12,7.1,8.9,5.1
2003/4/13,10.1,13.3,5.4
2003/4/14,8.6,15.3,2.2
2003/4/15,9.7,18.3,0.4
2003/4/16,11.0,20.2,3.3
2003/4/17,13.5,24.8,3.6
2003/4/18,14.7,19.2,9.6
2003/4/19,11.2,15.6,7.5
2003/4/20,7.7,10.4,6.0
2003/4/21,6.4,9.5,4.1
2003/4/22,8.8,14.6,2.0
2003/4/23,7.6,9.0,5.7
2003/4/24,11.6,18.0,8.5
2003/4/25,10.5,14.1,7.6
2003/4/26,10.3,13.3,9.2
2003/4/27,11.7,17.9,6.1
2003/4/28,12.5,23.6,3.6
2003/4/29,16.0,27.3,6.0
2003/4/30,10.9,16.3,5.3
2003/5/1,8.8,14.8,2.9
