ダウンロードした時刻：2019/10/10 15:46:33

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,1.5,5.4,-1.8
2012/12/2,0.3,3.6,-3.2
2012/12/3,5.2,10.7,-1.3
2012/12/4,5.4,8.5,2.3
2012/12/5,3.2,9.6,-0.7
2012/12/6,4.9,9.0,-1.6
2012/12/7,1.1,7.9,-3.7
2012/12/8,2.3,7.6,-1.7
2012/12/9,-1.3,1.4,-2.8
2012/12/10,-3.0,-0.7,-6.5
2012/12/11,-2.9,2.5,-8.2
2012/12/12,-1.3,3.6,-5.8
2012/12/13,-0.9,4.8,-5.2
2012/12/14,-0.6,5.4,-6.0
2012/12/15,7.6,15.7,0.3
2012/12/16,4.9,7.7,1.3
2012/12/17,5.9,12.7,-0.3
2012/12/18,1.7,4.7,-1.5
2012/12/19,-1.6,2.3,-4.0
2012/12/20,-1.1,4.0,-6.4
2012/12/21,1.2,4.3,-2.4
2012/12/22,2.8,6.0,-0.1
2012/12/23,1.9,6.1,-1.7
2012/12/24,-2.6,1.6,-5.9
2012/12/25,-2.2,3.7,-8.7
2012/12/26,-2.9,-0.3,-5.3
2012/12/27,-3.7,1.0,-8.3
2012/12/28,-2.8,0.9,-6.8
2012/12/29,2.9,6.0,-0.2
2012/12/30,4.3,6.6,2.2
2012/12/31,1.2,4.7,-2.0
2013/1/1,0.0,6.1,-4.4
2013/1/2,2.4,8.1,-1.1
2013/1/3,-2.1,-0.1,-4.2
2013/1/4,-4.0,-0.6,-5.8
2013/1/5,-3.7,0.6,-7.5
2013/1/6,-3.2,0.9,-8.4
2013/1/7,-1.2,3.4,-5.1
2013/1/8,-1.4,4.9,-6.1
2013/1/9,0.0,6.3,-3.5
2013/1/10,-1.6,1.5,-3.3
2013/1/11,-2.3,1.2,-5.7
2013/1/12,-2.0,4.6,-7.3
2013/1/13,1.0,7.9,-4.7
2013/1/14,0.2,1.3,-0.2
2013/1/15,-1.9,0.1,-3.8
2013/1/16,-2.2,1.5,-5.5
2013/1/17,-1.7,1.5,-5.1
2013/1/18,-3.4,-0.2,-5.7
2013/1/19,-2.5,2.0,-8.0
2013/1/20,-0.3,2.8,-3.6
2013/1/21,-0.9,3.9,-6.7
2013/1/22,1.5,3.7,0.3
2013/1/23,1.8,4.0,0.1
2013/1/24,3.4,8.5,-0.6
2013/1/25,-0.1,3.1,-2.3
2013/1/26,-3.9,-2.1,-6.0
2013/1/27,-2.3,1.6,-6.8
2013/1/28,-1.3,3.1,-4.6
2013/1/29,-0.5,4.0,-3.8
2013/1/30,-0.3,3.3,-2.6
2013/1/31,-0.4,5.8,-4.8
2013/2/1,3.5,10.8,-5.9
2013/2/2,6.7,11.0,1.7
2013/2/3,0.5,3.7,-1.0
2013/2/4,2.0,5.2,-1.4
2013/2/5,0.6,3.2,-0.9
2013/2/6,-0.8,0.7,-2.6
2013/2/7,1.2,10.1,-4.3
2013/2/8,-2.5,0.8,-4.8
2013/2/9,-2.8,2.3,-6.3
2013/2/10,-1.2,5.4,-6.9
2013/2/11,-2.0,0.5,-4.1
2013/2/12,-1.0,4.4,-6.6
2013/2/13,0.9,6.6,-1.6
2013/2/14,1.4,7.5,-2.6
2013/2/15,-0.4,2.2,-2.2
2013/2/16,-3.8,-0.3,-6.3
2013/2/17,-3.1,2.2,-8.4
2013/2/18,-0.7,1.6,-3.1
2013/2/19,-2.0,0.7,-5.5
2013/2/20,-4.0,2.9,-9.2
2013/2/21,-3.0,0.5,-5.4
2013/2/22,-1.1,5.0,-6.7
2013/2/23,-2.2,1.2,-5.5
2013/2/24,-4.3,-1.5,-7.3
2013/2/25,-4.8,0.1,-9.6
2013/2/26,-2.8,2.9,-8.7
2013/2/27,2.6,9.6,-2.7
2013/2/28,4.7,11.6,-0.3
2013/3/1,8.0,13.6,0.9
2013/3/2,1.1,5.3,-2.0
2013/3/3,-0.6,3.9,-2.4
2013/3/4,1.0,6.6,-1.8
2013/3/5,1.9,8.0,-3.5
2013/3/6,4.3,14.0,-3.9
2013/3/7,8.5,19.3,-0.7
2013/3/8,10.2,18.9,4.4
2013/3/9,7.5,13.9,2.8
2013/3/10,2.7,16.4,-2.4
2013/3/11,-0.8,3.5,-3.8
2013/3/12,4.1,15.3,-5.4
2013/3/13,8.5,21.9,0.4
2013/3/14,0.3,2.9,-2.4
2013/3/15,3.3,13.6,-4.7
2013/3/16,5.3,16.5,-1.8
2013/3/17,8.2,19.3,-1.0
2013/3/18,14.9,19.8,8.9
2013/3/19,11.1,19.0,6.8
2013/3/20,11.8,19.8,6.0
2013/3/21,1.1,7.9,-1.3
2013/3/22,5.8,15.6,-2.7
2013/3/23,3.5,6.8,0.7
2013/3/24,6.8,17.0,-0.7
2013/3/25,5.2,11.2,-0.2
2013/3/26,1.8,7.5,-2.2
2013/3/27,8.5,16.6,-1.5
2013/3/28,12.4,22.5,6.5
2013/3/29,7.8,12.5,4.0
2013/3/30,4.1,8.9,2.5
2013/3/31,4.2,9.0,1.3
