ダウンロードした時刻：2019/10/10 16:17:40

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,10.4,17.5,5.2
2001/12/2,11.6,19.0,6.5
2001/12/3,11.7,17.2,6.6
2001/12/4,13.0,18.5,8.4
2001/12/5,11.8,15.7,6.9
2001/12/6,11.5,15.8,7.8
2001/12/7,9.3,14.0,5.4
2001/12/8,10.3,16.3,5.3
2001/12/9,10.4,17.0,6.4
2001/12/10,10.4,15.9,8.0
2001/12/11,8.6,13.0,4.7
2001/12/12,8.7,15.1,1.7
2001/12/13,13.3,21.1,8.5
2001/12/14,6.8,10.6,2.3
2001/12/15,5.6,11.7,1.6
2001/12/16,6.1,12.6,-0.6
2001/12/17,6.0,8.0,3.2
2001/12/18,6.8,13.4,1.4
2001/12/19,7.3,14.1,1.5
2001/12/20,7.7,14.1,2.6
2001/12/21,7.5,10.0,5.7
2001/12/22,6.5,12.4,1.4
2001/12/23,5.5,12.4,0.0
2001/12/24,7.6,13.9,3.4
2001/12/25,4.9,8.2,1.3
2001/12/26,7.1,13.3,2.3
2001/12/27,6.1,12.4,0.9
2001/12/28,5.5,13.3,0.3
2001/12/29,5.7,12.8,-0.3
2001/12/30,6.1,11.6,0.8
2001/12/31,4.9,11.8,-0.9
2002/1/1,7.0,13.9,1.0
2002/1/2,3.1,6.3,0.2
2002/1/3,2.0,9.0,-3.6
2002/1/4,3.9,9.9,-1.3
2002/1/5,8.0,13.9,3.0
2002/1/6,5.3,11.2,0.6
2002/1/7,6.9,12.0,1.0
2002/1/8,4.3,7.6,-0.2
2002/1/9,3.9,11.9,-1.9
2002/1/10,5.4,11.8,-1.3
2002/1/11,9.2,18.6,2.7
2002/1/12,8.9,17.5,0.6
2002/1/13,10.5,17.6,6.2
2002/1/14,9.0,11.6,5.2
2002/1/15,13.2,16.4,10.5
2002/1/16,16.1,20.6,13.1
2002/1/17,11.5,14.4,6.7
2002/1/18,7.4,11.6,4.8
2002/1/19,7.5,12.7,3.6
2002/1/20,7.6,14.7,2.2
2002/1/21,11.5,17.2,6.4
2002/1/22,5.8,9.8,3.3
2002/1/23,4.3,8.9,0.4
2002/1/24,3.9,10.9,-1.6
2002/1/25,5.1,11.7,-0.8
2002/1/26,6.6,9.3,4.0
2002/1/27,9.2,13.2,4.7
2002/1/28,6.2,13.3,1.0
2002/1/29,4.2,10.4,0.0
2002/1/30,4.1,11.1,-2.0
2002/1/31,4.1,10.0,-0.6
2002/2/1,4.9,11.5,-0.5
2002/2/2,5.4,8.0,1.5
2002/2/3,8.9,13.5,6.7
2002/2/4,7.5,13.5,1.0
2002/2/5,7.9,10.6,5.4
2002/2/6,8.8,16.6,3.0
2002/2/7,8.7,15.9,3.9
2002/2/8,8.1,14.6,0.1
2002/2/9,8.4,16.3,3.6
2002/2/10,5.9,11.6,1.7
2002/2/11,4.0,9.6,0.5
2002/2/12,4.2,10.0,-0.6
2002/2/13,5.1,11.8,-0.8
2002/2/14,6.2,13.7,0.1
2002/2/15,5.7,12.7,-0.2
2002/2/16,6.8,14.2,-0.8
2002/2/17,7.3,9.6,4.2
2002/2/18,7.0,13.3,1.9
2002/2/19,4.4,9.6,-1.3
2002/2/20,6.7,12.8,0.9
2002/2/21,9.1,16.6,0.7
2002/2/22,12.3,20.4,7.5
2002/2/23,10.9,17.1,4.2
2002/2/24,11.7,16.5,7.2
2002/2/25,9.7,15.1,2.9
2002/2/26,10.9,14.8,7.9
2002/2/27,10.6,12.3,9.2
2002/2/28,13.7,18.2,10.5
2002/3/1,14.2,19.8,8.7
2002/3/2,12.6,19.4,8.2
2002/3/3,11.5,17.5,6.7
2002/3/4,11.3,17.4,4.9
2002/3/5,11.5,13.5,9.9
2002/3/6,12.0,17.3,5.4
2002/3/7,8.2,14.3,3.3
2002/3/8,7.0,13.5,0.5
2002/3/9,8.7,15.5,1.2
2002/3/10,11.2,17.7,3.8
2002/3/11,13.6,18.9,8.8
2002/3/12,13.8,20.9,5.8
2002/3/13,13.8,20.8,8.3
2002/3/14,12.6,17.9,7.5
2002/3/15,16.2,22.2,12.4
2002/3/16,14.2,20.1,9.7
2002/3/17,15.0,19.8,9.7
2002/3/18,13.8,21.5,7.8
2002/3/19,11.2,17.9,3.9
2002/3/20,14.3,20.3,7.9
2002/3/21,13.5,18.5,9.2
2002/3/22,10.9,12.5,9.7
2002/3/23,10.5,15.5,6.6
2002/3/24,10.3,16.3,6.0
2002/3/25,10.9,14.9,6.3
2002/3/26,11.7,13.9,10.0
2002/3/27,16.1,21.0,10.0
2002/3/28,11.8,17.6,5.2
2002/3/29,13.3,15.6,10.5
2002/3/30,16.9,23.8,11.1
2002/3/31,16.2,24.2,10.2
