ダウンロードした時刻：2019/10/10 16:11:05

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,11.2,13.4,7.9
1999/12/2,11.6,15.1,9.9
1999/12/3,9.2,11.5,6.5
1999/12/4,9.3,13.3,4.6
1999/12/5,13.4,15.1,11.1
1999/12/6,11.3,14.4,6.0
1999/12/7,6.6,10.1,4.0
1999/12/8,8.8,12.7,5.2
1999/12/9,11.2,16.5,6.4
1999/12/10,11.2,14.8,6.8
1999/12/11,11.0,13.7,6.6
1999/12/12,8.8,12.2,5.9
1999/12/13,9.0,12.3,6.1
1999/12/14,9.6,12.8,7.5
1999/12/15,9.0,12.1,6.9
1999/12/16,9.7,12.9,6.8
1999/12/17,11.2,13.8,8.9
1999/12/18,7.0,9.1,4.0
1999/12/19,4.2,6.5,2.2
1999/12/20,3.5,6.9,0.8
1999/12/21,3.7,7.6,0.6
1999/12/22,4.8,8.2,2.3
1999/12/23,5.6,9.0,2.7
1999/12/24,7.8,11.4,3.0
1999/12/25,7.7,10.5,4.6
1999/12/26,4.9,7.8,2.7
1999/12/27,6.6,9.9,3.2
1999/12/28,7.1,11.4,2.4
1999/12/29,9.0,13.7,4.5
1999/12/30,9.0,12.9,5.8
1999/12/31,8.4,12.7,3.4
2000/1/1,8.6,11.2,5.4
2000/1/2,7.4,10.7,3.3
2000/1/3,9.9,15.0,5.6
2000/1/4,8.6,12.8,4.8
2000/1/5,9.4,12.7,4.6
2000/1/6,13.7,17.4,10.3
2000/1/7,10.8,13.4,4.9
2000/1/8,6.1,7.9,3.9
2000/1/9,7.3,9.6,4.4
2000/1/10,9.4,12.9,7.4
2000/1/11,6.7,8.7,5.1
2000/1/12,8.5,11.7,4.6
2000/1/13,12.0,14.3,10.9
2000/1/14,9.9,12.5,8.0
2000/1/15,8.2,10.9,5.8
2000/1/16,6.4,8.6,3.4
2000/1/17,9.3,12.5,6.8
2000/1/18,7.6,10.9,4.5
2000/1/19,6.2,11.4,2.1
2000/1/20,2.5,6.0,-0.7
2000/1/21,1.4,5.1,-1.2
2000/1/22,3.4,6.1,0.6
2000/1/23,5.3,7.0,2.8
2000/1/24,9.2,,6.8
2000/1/25,5.3,9.4,3.0
2000/1/26,3.1,6.4,0.6
2000/1/27,2.0,4.7,0.3
2000/1/28,3.0,7.8,-0.7
2000/1/29,5.0,9.7,1.1
2000/1/30,6.1,8.1,3.1
2000/1/31,4.4,8.5,2.2
2000/2/1,3.7,6.0,1.7
2000/2/2,6.1,9.9,2.9
2000/2/3,6.5,9.4,3.1
2000/2/4,5.3,8.6,3.2
2000/2/5,6.0,9.2,2.0
2000/2/6,6.8,8.7,5.5
2000/2/7,6.7,10.0,5.1
2000/2/8,3.2,7.7,-1.1
2000/2/9,2.4,5.9,-0.1
2000/2/10,4.3,8.5,1.0
2000/2/11,6.7,11.2,2.1
2000/2/12,7.5,11.3,3.6
2000/2/13,7.5,11.2,4.4
2000/2/14,7.9,11.3,5.3
2000/2/15,3.8,7.7,0.1
2000/2/16,1.9,6.3,-0.4
2000/2/17,3.1,7.5,-0.3
2000/2/18,3.6,7.5,0.4
2000/2/19,4.1,6.6,2.3
2000/2/20,6.0,9.9,4.0
2000/2/21,4.1,7.0,2.5
2000/2/22,3.8,7.1,1.0
2000/2/23,4.5,7.8,1.0
2000/2/24,5.1,10.2,1.1
2000/2/25,2.4,6.1,-0.6
2000/2/26,2.8,4.6,1.0
2000/2/27,4.2,8.3,1.3
2000/2/28,4.9,10.3,1.3
2000/2/29,2.6,6.4,-0.7
2000/3/1,5.4,8.8,1.1
2000/3/2,7.3,12.6,1.4
2000/3/3,9.9,15.8,3.1
2000/3/4,10.2,11.7,9.1
2000/3/5,10.8,13.4,7.3
2000/3/6,9.2,13.5,5.9
2000/3/7,9.4,13.2,4.7
2000/3/8,4.8,8.7,2.1
2000/3/9,5.1,8.9,1.7
2000/3/10,5.4,8.4,2.8
2000/3/11,5.1,8.3,3.5
2000/3/12,7.5,11.7,3.8
2000/3/13,8.2,14.4,3.9
2000/3/14,7.1,12.0,2.2
2000/3/15,8.9,13.4,3.4
2000/3/16,10.4,15.2,6.7
2000/3/17,7.5,11.4,4.9
2000/3/18,8.5,13.5,3.2
2000/3/19,10.3,13.0,8.7
2000/3/20,7.3,10.5,4.8
2000/3/21,7.5,11.2,3.7
2000/3/22,9.2,13.2,5.4
2000/3/23,10.3,14.4,4.3
2000/3/24,10.3,12.5,7.5
2000/3/25,7.5,11.2,4.7
2000/3/26,8.4,13.2,5.2
2000/3/27,9.9,15.3,4.5
2000/3/28,12.9,15.8,10.1
2000/3/29,10.7,12.9,8.7
2000/3/30,11.1,14.6,8.2
2000/3/31,10.2,12.8,7.2
