ダウンロードした時刻：2019/10/10 15:44:10

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,7.5,12.8,3.2
2018/12/2,7.0,11.9,2.3
2018/12/3,10.8,14.7,4.6
2018/12/4,14.3,18.7,11.2
2018/12/5,10.4,13.4,7.1
2018/12/6,9.2,14.0,6.8
2018/12/7,9.9,14.4,3.9
2018/12/8,2.6,4.9,0.4
2018/12/9,3.5,6.1,2.4
2018/12/10,3.0,6.1,1.5
2018/12/11,4.1,7.9,0.7
2018/12/12,6.4,11.1,3.9
2018/12/13,4.8,7.1,3.0
2018/12/14,4.3,7.2,2.5
2018/12/15,4.1,7.6,1.9
2018/12/16,4.2,7.9,0.8
2018/12/17,6.7,9.1,3.2
2018/12/18,6.3,9.5,2.6
2018/12/19,5.9,8.7,1.9
2018/12/20,8.0,10.8,4.9
2018/12/21,6.5,10.6,4.0
2018/12/22,8.5,13.6,4.0
2018/12/23,6.7,9.4,2.7
2018/12/24,4.9,8.6,1.4
2018/12/25,3.5,7.1,0.0
2018/12/26,6.9,8.8,4.9
2018/12/27,2.6,5.9,-0.2
2018/12/28,1.2,3.3,-0.5
2018/12/29,1.2,3.4,-0.6
2018/12/30,2.4,3.9,0.2
2018/12/31,4.0,6.6,1.8
2019/1/1,1.9,4.4,0.3
2019/1/2,2.9,6.8,0.3
2019/1/3,3.8,5.5,2.2
2019/1/4,3.3,5.3,1.9
2019/1/5,4.8,7.7,1.8
2019/1/6,3.5,5.9,0.8
2019/1/7,4.0,7.2,0.6
2019/1/8,1.5,3.4,0.3
2019/1/9,1.8,4.0,0.3
2019/1/10,3.0,8.8,-0.8
2019/1/11,4.6,8.0,1.7
2019/1/12,4.1,8.6,0.9
2019/1/13,3.2,7.4,1.3
2019/1/14,3.4,6.9,0.4
2019/1/15,4.5,9.4,-0.3
2019/1/16,3.1,6.2,1.4
2019/1/17,2.8,5.7,0.2
2019/1/18,2.8,5.5,-0.1
2019/1/19,4.8,8.4,1.5
2019/1/20,2.7,4.5,0.1
2019/1/21,1.7,4.6,-1.4
2019/1/22,3.1,5.7,0.3
2019/1/23,2.9,8.4,0.6
2019/1/24,1.8,3.9,-0.1
2019/1/25,3.0,6.0,0.8
2019/1/26,1.2,3.9,-0.4
2019/1/27,2.6,4.7,0.2
2019/1/28,2.2,5.9,-0.4
2019/1/29,3.0,5.1,0.4
2019/1/30,3.2,7.7,0.7
2019/1/31,2.3,6.2,-0.1
2019/2/1,0.7,2.4,-1.1
2019/2/2,4.4,8.6,-0.2
2019/2/3,5.5,11.0,1.2
2019/2/4,6.1,12.9,1.9
2019/2/5,4.3,9.0,0.5
2019/2/6,4.8,9.3,1.5
2019/2/7,5.9,14.2,2.0
2019/2/8,-0.3,2.4,-1.6
2019/2/9,-0.2,2.3,-1.8
2019/2/10,0.7,2.7,-1.1
2019/2/11,2.0,5.5,-1.0
2019/2/12,1.1,2.8,-1.2
2019/2/13,0.1,1.2,-1.2
2019/2/14,1.2,3.4,-0.5
2019/2/15,1.3,4.1,-1.3
2019/2/16,4.2,6.1,0.1
2019/2/17,4.3,6.7,2.2
2019/2/18,5.0,8.7,2.3
2019/2/19,5.8,9.3,2.2
2019/2/20,8.9,12.2,6.1
2019/2/21,5.8,7.2,3.7
2019/2/22,5.3,10.0,1.6
2019/2/23,5.2,9.0,0.9
2019/2/24,6.2,12.2,0.5
2019/2/25,7.6,13.7,2.0
2019/2/26,6.2,8.7,3.3
2019/2/27,5.0,8.4,1.7
2019/2/28,5.8,8.6,2.0
2019/3/1,6.9,12.1,3.3
2019/3/2,7.4,11.6,2.7
2019/3/3,6.5,12.1,0.4
2019/3/4,7.0,8.0,5.9
2019/3/5,7.2,11.7,3.4
2019/3/6,9.6,17.2,3.0
2019/3/7,6.7,8.7,5.1
2019/3/8,5.3,9.0,1.6
2019/3/9,6.9,13.8,0.6
2019/3/10,10.1,16.9,2.4
2019/3/11,9.5,12.6,7.9
2019/3/12,8.8,13.5,5.2
2019/3/13,4.7,9.5,0.9
2019/3/14,5.3,8.7,1.3
2019/3/15,5.6,12.0,1.2
2019/3/16,5.1,9.2,1.9
2019/3/17,4.9,10.5,1.4
2019/3/18,5.6,10.5,0.9
2019/3/19,9.7,17.0,3.6
2019/3/20,10.7,17.6,4.6
2019/3/21,12.4,17.1,9.2
2019/3/22,7.6,11.7,5.0
2019/3/23,4.4,7.6,0.8
2019/3/24,3.6,7.7,0.3
2019/3/25,8.1,15.0,0.8
2019/3/26,9.4,15.5,4.9
2019/3/27,9.5,14.1,3.7
2019/3/28,4.6,8.4,1.5
2019/3/29,5.1,9.2,0.5
2019/3/30,8.4,11.6,4.7
2019/3/31,8.1,11.0,5.6
