ダウンロードした時刻：2019/10/10 15:59:27

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,11.4,14.3,8.8
2007/12/2,11.6,15.8,7.0
2007/12/3,10.5,14.1,7.6
2007/12/4,9.5,14.4,6.9
2007/12/5,8.6,12.9,4.0
2007/12/6,9.9,14.3,4.2
2007/12/7,11.1,15.8,5.3
2007/12/8,10.6,13.9,7.9
2007/12/9,10.1,14.4,6.6
2007/12/10,9.9,12.6,7.1
2007/12/11,10.0,12.5,7.3
2007/12/12,10.9,15.3,7.0
2007/12/13,9.2,11.3,7.4
2007/12/14,9.8,14.4,6.8
2007/12/15,8.5,12.1,5.2
2007/12/16,6.9,10.6,3.6
2007/12/17,7.5,10.9,3.9
2007/12/18,8.0,12.6,3.5
2007/12/19,7.5,9.4,5.3
2007/12/20,8.1,11.7,5.0
2007/12/21,9.4,14.7,4.4
2007/12/22,7.1,8.7,5.1
2007/12/23,8.3,11.9,4.5
2007/12/24,9.7,13.0,6.3
2007/12/25,8.0,10.1,5.8
2007/12/26,6.5,9.5,3.5
2007/12/27,7.0,10.9,3.0
2007/12/28,8.0,11.6,4.8
2007/12/29,10.6,13.2,6.6
2007/12/30,9.5,13.9,5.3
2007/12/31,6.5,10.6,2.7
2008/1/1,6.0,10.9,1.8
2008/1/2,6.2,11.2,1.1
2008/1/3,5.9,10.4,1.5
2008/1/4,7.0,12.1,2.7
2008/1/5,6.0,8.7,4.0
2008/1/6,7.5,13.5,2.0
2008/1/7,8.4,12.0,4.2
2008/1/8,9.7,13.9,3.8
2008/1/9,10.4,12.6,8.0
2008/1/10,9.0,12.5,5.7
2008/1/11,9.3,13.0,4.6
2008/1/12,6.9,10.8,4.2
2008/1/13,4.8,8.2,2.6
2008/1/14,4.0,5.9,1.9
2008/1/15,5.4,7.6,3.0
2008/1/16,5.9,9.8,3.1
2008/1/17,3.9,7.9,1.4
2008/1/18,3.6,5.7,2.1
2008/1/19,4.8,8.3,2.1
2008/1/20,5.0,8.2,1.2
2008/1/21,4.9,6.4,3.4
2008/1/22,4.4,6.5,1.4
2008/1/23,3.0,5.7,1.1
2008/1/24,5.0,8.9,1.8
2008/1/25,3.4,7.0,0.8
2008/1/26,4.1,8.2,1.5
2008/1/27,4.1,7.8,1.0
2008/1/28,4.7,7.7,0.8
2008/1/29,5.2,6.7,4.1
2008/1/30,8.0,12.2,2.9
2008/1/31,6.2,10.3,3.7
2008/2/1,5.0,9.4,1.8
2008/2/2,4.8,7.1,2.1
2008/2/3,1.5,5.0,0.7
2008/2/4,4.7,8.5,-0.1
2008/2/5,5.6,9.1,1.8
2008/2/6,2.8,5.0,1.4
2008/2/7,5.0,9.9,1.1
2008/2/8,4.9,9.7,1.2
2008/2/9,2.4,4.5,0.5
2008/2/10,6.5,10.8,2.2
2008/2/11,6.8,10.4,2.6
2008/2/12,6.1,7.9,4.5
2008/2/13,3.1,6.1,0.9
2008/2/14,5.1,10.3,0.0
2008/2/15,5.7,9.6,2.3
2008/2/16,5.2,8.9,2.8
2008/2/17,3.5,6.9,1.1
2008/2/18,5.3,10.0,1.0
2008/2/19,5.4,9.3,1.5
2008/2/20,7.1,11.2,2.3
2008/2/21,8.6,13.4,4.2
2008/2/22,9.5,13.9,4.0
2008/2/23,7.3,17.0,0.7
2008/2/24,3.7,8.0,0.8
2008/2/25,4.8,8.0,1.1
2008/2/26,8.7,14.2,2.9
2008/2/27,6.4,9.4,3.1
2008/2/28,6.6,11.9,2.9
2008/2/29,7.8,12.0,2.9
2008/3/1,8.8,14.2,4.9
2008/3/2,8.6,11.7,4.8
2008/3/3,9.3,14.4,5.2
2008/3/4,8.0,11.6,5.7
2008/3/5,6.4,10.6,3.6
2008/3/6,7.4,11.5,2.8
2008/3/7,7.8,13.6,4.7
2008/3/8,8.6,13.3,3.2
2008/3/9,10.4,15.6,4.2
2008/3/10,9.0,11.6,5.8
2008/3/11,12.6,17.7,6.4
2008/3/12,9.7,13.4,6.8
2008/3/13,10.3,14.3,5.8
2008/3/14,13.3,16.8,9.7
2008/3/15,14.7,19.4,12.4
2008/3/16,14.5,19.1,10.7
2008/3/17,13.1,16.1,11.4
2008/3/18,12.6,16.1,10.2
2008/3/19,12.1,14.5,9.6
2008/3/20,9.2,11.5,7.8
2008/3/21,10.7,14.6,8.1
2008/3/22,11.9,17.7,7.1
2008/3/23,12.3,18.1,7.1
2008/3/24,9.4,11.2,8.1
2008/3/25,12.5,18.0,7.9
2008/3/26,14.4,20.4,10.3
2008/3/27,12.0,16.0,7.6
2008/3/28,12.6,17.3,9.8
2008/3/29,12.1,17.7,7.7
2008/3/30,8.9,11.3,7.2
2008/3/31,7.8,11.4,5.7
