ダウンロードした時刻：2019/10/10 16:09:28

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,11.8,17.4,8.4
2000/12/2,10.1,15.9,5.7
2000/12/3,11.0,15.5,7.3
2000/12/4,10.3,15.0,6.8
2000/12/5,8.9,15.4,3.9
2000/12/6,8.0,15.5,2.6
2000/12/7,7.9,14.1,3.3
2000/12/8,8.6,14.5,3.8
2000/12/9,9.9,17.1,4.3
2000/12/10,11.4,13.6,9.3
2000/12/11,8.6,12.8,4.4
2000/12/12,5.4,10.0,1.8
2000/12/13,5.1,10.0,0.4
2000/12/14,7.4,13.2,3.5
2000/12/15,6.8,13.6,1.2
2000/12/16,8.3,13.3,3.2
2000/12/17,8.6,10.1,6.4
2000/12/18,8.6,12.5,4.6
2000/12/19,11.6,17.1,8.2
2000/12/20,8.7,11.5,5.9
2000/12/21,9.3,14.4,4.1
2000/12/22,6.4,12.6,1.7
2000/12/23,7.3,14.6,1.2
2000/12/24,7.6,10.9,4.6
2000/12/25,4.4,9.6,2.6
2000/12/26,4.3,8.2,2.6
2000/12/27,5.4,9.8,1.1
2000/12/28,5.7,11.3,1.2
2000/12/29,5.9,11.7,1.5
2000/12/30,5.8,9.9,2.2
2000/12/31,7.1,10.5,5.3
2001/1/1,6.5,10.6,2.6
2001/1/2,7.6,14.1,2.2
2001/1/3,4.8,7.4,1.3
2001/1/4,2.9,7.3,0.6
2001/1/5,3.2,9.1,-1.4
2001/1/6,4.3,8.4,1.8
2001/1/7,3.0,4.3,0.8
2001/1/8,6.5,12.9,2.5
2001/1/9,5.1,6.9,2.6
2001/1/10,8.1,12.6,2.9
2001/1/11,4.4,10.8,0.2
2001/1/12,4.0,8.2,1.1
2001/1/13,2.9,7.0,0.8
2001/1/14,-0.2,2.6,-2.8
2001/1/15,-0.9,3.2,-3.9
2001/1/16,-0.1,5.1,-3.4
2001/1/17,1.0,5.5,-2.7
2001/1/18,2.8,9.8,-2.4
2001/1/19,5.4,8.4,3.1
2001/1/20,3.4,4.7,1.6
2001/1/21,6.3,12.0,3.0
2001/1/22,5.2,8.9,1.1
2001/1/23,5.0,11.8,0.4
2001/1/24,4.9,9.1,0.4
2001/1/25,5.1,7.2,3.1
2001/1/26,6.7,8.5,3.6
2001/1/27,6.4,11.1,3.5
2001/1/28,5.6,10.6,2.9
2001/1/29,3.9,8.4,1.2
2001/1/30,3.4,9.5,0.0
2001/1/31,4.4,8.7,-0.5
2001/2/1,5.8,10.0,4.0
2001/2/2,4.0,7.9,0.2
2001/2/3,3.5,9.3,-1.4
2001/2/4,4.2,7.7,2.5
2001/2/5,6.1,9.3,2.6
2001/2/6,8.6,12.9,6.3
2001/2/7,6.9,8.2,4.8
2001/2/8,6.5,10.4,3.3
2001/2/9,4.3,10.5,0.2
2001/2/10,4.4,10.2,1.1
2001/2/11,4.2,10.4,-1.1
2001/2/12,4.8,7.1,2.5
2001/2/13,5.8,9.3,3.7
2001/2/14,3.1,7.4,0.4
2001/2/15,4.3,9.7,-1.7
2001/2/16,3.7,7.9,2.0
2001/2/17,4.3,9.3,0.3
2001/2/18,6.1,11.7,1.4
2001/2/19,8.5,16.7,2.5
2001/2/20,7.7,14.4,2.7
2001/2/21,6.7,10.8,2.5
2001/2/22,10.3,17.9,5.2
2001/2/23,9.3,12.8,6.1
2001/2/24,10.3,14.4,6.3
2001/2/25,5.4,9.5,2.9
2001/2/26,5.1,9.8,1.5
2001/2/27,7.1,,0.5
2001/2/28,9.7,12.4,7.6
2001/3/1,8.8,10.5,6.1
2001/3/2,7.4,14.4,2.7
2001/3/3,8.0,14.0,3.0
2001/3/4,5.4,8.8,0.1
2001/3/5,6.0,11.9,0.2
2001/3/6,9.1,15.8,2.3
2001/3/7,9.0,12.0,5.8
2001/3/8,2.7,7.4,-1.2
2001/3/9,1.9,7.1,-1.8
2001/3/10,4.8,11.3,-1.4
2001/3/11,5.3,9.1,2.1
2001/3/12,5.0,10.1,0.5
2001/3/13,6.8,13.4,2.4
2001/3/14,9.5,15.8,1.9
2001/3/15,12.4,17.4,6.3
2001/3/16,8.5,14.6,2.3
2001/3/17,8.1,9.4,6.5
2001/3/18,12.4,19.5,7.9
2001/3/19,11.3,17.7,4.7
2001/3/20,13.1,19.4,7.1
2001/3/21,14.4,22.0,8.3
2001/3/22,14.7,21.3,7.5
2001/3/23,15.2,21.3,11.4
2001/3/24,14.7,21.3,8.5
2001/3/25,14.2,15.6,12.3
2001/3/26,13.8,19.6,7.7
2001/3/27,10.7,15.8,5.8
2001/3/28,13.0,18.9,8.8
2001/3/29,9.4,13.2,5.2
2001/3/30,6.9,12.6,3.4
2001/3/31,6.6,11.1,3.3
